fname,ARIMA,SARIMA,RNN,LSTM
D3623.csv,507.14323595041384,485.3436874095555,0.0029238756,65.69023784182288
D3618.csv,1051.9551318410022,1233.3851803018908,0.0059766434,399.9035210791044
D3613.csv,722018.3401639344,124927.07935498827,0.018699422,212799.5905925273
D2079.csv,54319.9875,17030.088115280792,0.020202035,5036.383258976043
D2085.csv,7319694.736842105,7319694.736842105,14356719.0,14163776.993557135
D2076.csv,7278510.827483543,6146356.043939504,1.159139,221531.02640936294
D3640.csv,50338.035738087376,87167.9346511334,0.018882189,18298.441914050993
D3596.csv,4333.076071581074,3739.2155054466143,0.013205212,1326.8130747700757
D3620.csv,1890.9279999999999,207.51092660733283,0.00017735455,6861.095928203525
D3616.csv,5887.27660642714,2259.6799256623644,0.038371544,1115.5484526762261
D3644.csv,44426.863272986564,39206.27337183365,0.0023156137,32636.587611536175
D3610.csv,541781.25,541155.8412308202,5.5127894e-05,1637413.3008496333
D3631.csv,416.07872352981065,622.8720301888276,0.014241598,176.6996360567676
D2071.csv,4703.179282536912,8950.881913454281,0.01687475,9696.265330529532
D3617.csv,4636.045270219768,4403.375913060077,0.049659576,877.9975002742175
D2077.csv,4543579.323768879,2944404.5317854276,3.504882,100598.14544944279
D3627.csv,44783.349068875774,73583.84656290873,0.0037893017,80280.09342429042
D2083.csv,1197131.619047619,1092582.3300638648,0.13190328,321836.66267181817
D3638.csv,105323.51150619696,24143.497280549538,0.019563438,87515.18584425184
D3600.csv,18692.91161944776,37937.82868359094,0.003018324,24700.18901277081
D2081.csv,13524.93857314788,42718.412916983754,0.0017779901,1723.930315932259
D2068.csv,21765.58277052515,18489.849181033365,0.045784183,10414.27056355278
D3624.csv,9437.563163188674,16934.070814809344,0.04090931,3084.027823609304
D3604.csv,78268.2192490854,8268.105976769628,0.26601502,3903.0379505953606
D3606.csv,14057.644376607097,21001.12875602734,0.022466632,9811.941178068813
D3598.csv,5791.55101,2268.343668711864,0.005554822,974.4338008352737
D3601.csv,3061.733714401006,2709.250272617782,0.020478519,740.1357228089512
D3642.csv,82658.1529179424,61834.10320601835,0.00705873,47601.62237619758
D3619.csv,8571.369791666666,7618.095184477384,0.05380301,3662.2474527801423
D3597.csv,73150.71493375002,76981.21532933979,0.006310482,30679.77253795989
D2070.csv,526.3775731757466,625.8136135722957,0.0003092889,267.07108867560504
D2075.csv,3037599.8092858684,2221075.715831534,0.34953123,553360.019534111
D3636.csv,49837.91936406895,47713.31547687432,0.021603657,6873.884083115332
D2080.csv,33908.3800530526,8554.10130296364,0.0007956237,3104.2299961391877
D3634.csv,53552.8813559322,54193.32071733177,0.01661825,10259.518479060293
D2078.csv,645362.7994446147,100295.4831302678,0.025545863,19902.50265080485
D3607.csv,1296.2817098511928,1737.0447404260328,0.0085598575,800.9707447643111
D3612.csv,145182.85627256802,100760.46218774292,0.0029073714,34669.27671827119
D3608.csv,1092398.290820705,501650.1358954303,0.001110394,139305.7521270953
D2067.csv,2622.6406935165746,2647.1286356343076,0.0028861123,2140.835781997111
D2082.csv,32016.605960775534,34285.14539593849,0.008868969,5117.379173204303
D3603.csv,6360.97035522529,8440.939022238103,0.001304299,1714.3226311242745
D3641.csv,26900.310627183266,2803.9558032359887,0.3087316,5954.552646575553
D3637.csv,166101.8523301917,287123.997058854,0.0017882824,52600.864815983856
D2073.csv,47049.76415845028,13372.864360170715,0.34914246,61940.46905858311
D3626.csv,21067.195669144414,28233.36185239771,0.011962677,13121.218276874013
D3639.csv,166746.39004532507,154092.98940929776,0.025579996,17000.66266213523
D3611.csv,2733.2477878899854,6127.835549923823,0.012603184,13446.476590242308
D3605.csv,5536.022121382861,16519.220591181544,0.0006603217,3420.102287364116
D3633.csv,12530.830565317257,17762.70912176048,0.0010565949,8238.730094157352
D3629.csv,35245.22830974818,25703.064033440387,0.0018372914,4513.1252841899795
D2072.csv,5068.433168087463,7288.252869223212,0.022041738,1569.7941134459184
D3621.csv,39830421.51463921,39830421.735749945,0.0014361385,2372690.174074473
D3628.csv,26474.44510581817,10764.717322391489,0.20026875,4643.193000864246
D3615.csv,1784.4771250000063,985.2669994373751,0.028336199,1446.082937848922
D3625.csv,215412.95108919815,180866.0949073585,0.00917142,76329.37108176945
D3599.csv,2892.6137500000004,2940.771699063066,0.020416908,1896.1638075792234
D3622.csv,11606.38676888728,9118.593029254282,0.0053578033,1414.765953227878
D3635.csv,4645.784141639717,1602.2364377940055,0.004978449,566.508826503248
D2084.csv,22554.324354826513,28205.34756268812,0.12440518,5131.048260251759
D2069.csv,9143.182297163836,5494.902692176791,9.818979e-05,2315.1178386783913
D2074.csv,112211.3514255214,43213.538290522105,0.06338816,15000.457949742675
D3632.csv,17505.74267456482,30945.563118852457,0.0046761013,7362.837867181032
D3602.csv,965.4162383676463,639.3789768680699,0.0011492074,181.0424968041562
D3643.csv,72325.47724544177,79051.77482607968,0.008368532,7476.035790383816
D3595.csv,67789.48354991735,27746.937633597845,0.021250179,38083.41578299657
D2066.csv,15271.739845755847,11698.53349907654,0.13256931,913.725476136844
D3630.csv,1829.3186354130069,1901.0517341826826,0.0016188081,388.2646814319103
D3609.csv,80868.25,55584.00107948592,0.0033670778,12865.815761888734
D3614.csv,5391.201169564476,6608.050494501569,0.0038191744,528.8204307285976
